"","Gene","GO.terms","ModuleColor","GS.Actual_shell_growth_mg","GS.warm","p.GS.GS.Actual_shell_growth_mg","p.GS.GS.warm","geneClass"
"69","LOC111128482","GO:0003700;GO:0006355","blue",0.4114289127249,0.453261494848527,0.0511185011272402,0.0298471787355257,"Warm"
"70","LOC111128545","GO:0003756;GO:0005783;GO:0006457;GO:0034976","blue",0.368555722478113,0.477480170300228,0.0835444677117582,0.0212176983989035,"Warm"
"71","LOC111128567","GO:0004842;GO:0005737;GO:0016567;GO:0046872","blue",0.292814825545006,0.44728195106885,0.1751247753654,0.032357773421907,"Warm"
"72","LOC111128611","GO:0003755;GO:0005515;GO:0005740;GO:0005829;GO:0006457;GO:0012505;GO:0016020;GO:0043066;GO:0044183","blue",0.325719647949644,0.464453974217969,0.129343982901643,0.0255658131279631,"Warm"
"73","LOC111128616","GO:0004100;GO:0006031;GO:0030428;GO:0071944","blue",-0.13970171907415,0.417569446067152,0.52493755648623,0.0474171174742588,"Warm"
"74","LOC111128711","GO:0003723;GO:0004386;GO:0005515;GO:0005524;GO:0005622;GO:0046872","blue",0.258087937418132,0.417963957706502,0.234440957139098,0.0471866505093159,"Warm"
"75","LOC111128728","GO:0004714;GO:0005515;GO:0005524;GO:0005886;GO:0006468;GO:0007169;GO:0007275;GO:0033674;GO:0043235","blue",0.401334753244038,0.469670381460849,0.0576852419425387,0.023746171487705,"Warm"
"76","LOC111128892","GO:0000118;GO:0003714;GO:0005667;GO:0006357;GO:0043565;GO:0045892","blue",0.240621454264333,0.485947428481143,0.268737168496493,0.0187263769048835,"Warm"
"77","LOC111129088","GO:0005432;GO:0007154;GO:0030424;GO:0035725;GO:0042383;GO:0098703;GO:0098794","blue",0.271656196522666,0.501123396297781,0.209876037179832,0.0148558530612944,"Warm"
"78","LOC111129121","GO:0005262;GO:0005886;GO:0006874;GO:0008273;GO:0070588","blue",0.350457548172533,0.442805465738499,0.101112569282229,0.0343446636677271,"Warm"
"79","LOC111129316","GO:0005739","blue",0.395169916955455,0.541488443760455,0.0620037820074579,0.00761839639236828,"Warm"
"80","LOC111129329","GO:0000978;GO:0000981;GO:0005634;GO:0006357","blue",0.389843474557423,0.532972450866676,0.0659307862486521,0.00882985643701793,"Warm"
"81","LOC111129444","GO:0005509;GO:0016460","blue",0.394389578854163,0.438105494743058,0.0625676093526761,0.0365333494656639,"Warm"
"82","LOC111129467","GO:0005680;GO:0007091;GO:0031145;GO:0060090;GO:0070979","blue",0.25924892716772,0.574505093303696,0.232268323988343,0.00414173212850635,"Warm"
"83","LOC111129506","GO:0001401;GO:0005737;GO:0007005","blue",0.374174382149639,0.422413696326202,0.0785868155771653,0.0446471504171841,"Warm"
"84","LOC111129603","GO:0003950;GO:0005515","blue",0.0622573905707441,0.544878501258414,0.777790880478063,0.00717617794711043,"Warm"
